OSEBX,Last,High,Low,Official turnover (NOK)
10.10.08,239.7192,259.8075,235.8786,"7,437,184,652.00"
13.10.08,254.2047,259.7777,239.7192,"6,580,033,555.00"
14.10.08,269.2972,285.9757,254.2047,"11,116,554,057.00"
15.10.08,245.5777,274.0779,245.5777,"7,082,494,193.00"
16.10.08,226.0661,245.5777,225.6618,"8,019,492,955.00"
17.10.08,232.1355,240.0423,224.8097,"7,448,334,347.00"
20.10.08,250.5213,250.5264,232.1355,"6,112,217,141.00"
21.10.08,257.204,260.5414,250.5213,"6,202,674,462.00"
22.10.08,243.3526,257.204,242.8168,"5,448,399,531.00"
23.10.08,243.6394,246.0832,232.9822,"6,215,697,526.00"
24.10.08,221.1229,243.6394,214.295,"5,812,969,509.00"
27.10.08,212.0445,221.1229,204.6696,"4,256,715,032.00"
28.10.08,213.9607,222.2232,212.0445,"4,704,281,802.00"
29.10.08,219.7903,225.0795,213.9607,"6,543,655,216.00"
30.10.08,234.599,237.8313,219.7903,"7,476,452,220.00"
31.10.08,244.7996,244.8441,230.406,"5,816,907,065.00"
03.11.08,253.8628,255.9913,243.3069,"6,757,683,939.00"
04.11.08,272.3866,272.4691,251.3545,"7,570,818,147.00"
05.11.08,271.3119,273.3555,261.2782,"7,198,401,636.00"
06.11.08,244.323,271.3119,242.8746,"7,145,537,616.00"
07.11.08,251.3713,253.2608,242.822,"5,297,368,682.00"
10.11.08,252.8823,264.7199,251.0787,"4,794,890,433.00"
11.11.08,238.1403,252.8823,238.1037,"3,735,714,332.00"
12.11.08,220.3889,242.9739,219.0996,"6,543,049,668.00"
13.11.08,219.7077,225.7575,214.7438,"5,575,159,714.00"
14.11.08,222.0449,230.6638,219.7077,"4,293,357,692.00"
17.11.08,215.1381,223.8231,214.1416,"3,715,786,118.00"
18.11.08,212.8074,215.7138,205.9857,"4,404,719,134.00"
19.11.08,196.6529,213.3915,196.6529,"4,450,100,527.00"
20.11.08,190.0383,196.6529,180.403,"4,901,968,162.00"
21.11.08,188.2291,197.6644,186.2849,"3,766,556,124.00"
24.11.08,208.3142,208.3142,188.2291,"4,306,663,327.00"
25.11.08,209.66,215.5094,204.3045,"6,576,461,845.00"
26.11.08,212.80,212.8354,206.0616,"5,089,644,879.00"
27.11.08,224.0027,224.0877,212.4754,"4,372,526,020.00"
28.11.08,219.8739,225.8358,218.1671,"4,663,298,450.00"
01.12.08,202.7578,220.5745,202.5879,"3,737,422,117.00"
02.12.08,206.6063,210.455,193.1024,"4,446,718,180.00"
03.12.08,209.4793,209.5724,199.9094,"3,216,608,171.00"
04.12.08,205.9804,213.9244,204.316,"4,588,407,367.00"
05.12.08,190.1709,205.9804,189.1546,"3,683,071,757.00"
08.12.08,209.8011,209.8948,190.1709,"3,604,728,207.00"
09.12.08,212.7264,214.4277,203.4714,"4,663,041,547.00"
10.12.08,216.9319,217.5913,211.2286,"5,142,497,286.00"
11.12.08,221.1411,221.854,212.8832,"4,850,596,733.00"
12.12.08,208.2663,221.1411,206.6989,"3,948,915,188.00"
15.12.08,214.9074,217.3538,208.2663,"4,053,808,777.00"
16.12.08,217.2659,218.5806,211.5359,"4,094,554,448.00"
17.12.08,221.1217,222.6839,217.2659,"4,822,853,843.00"
18.12.08,220.7779,222.2674,218.6854,"4,485,786,324.00"
19.12.08,218.684,220.8349,213.5334,"3,704,262,758.00"
22.12.08,212.576,218.684,211.7579,"2,343,138,306.00"
23.12.08,215.2195,215.7998,208.9417,"1,782,747,590.00"
29.12.08,220.5698,221.3364,215.2195,"1,740,489,097.00"
30.12.08,225.4807,225.5633,220.5698,"2,158,227,622.00"
02.01.09,239.2402,239.2415,225.4807,"2,460,301,313.00"
05.01.09,243.2533,244.791,236.7942,"4,196,660,978.00"
06.01.09,251.1879,254.2222,241.104,"6,432,118,787.00"
07.01.09,236.5473,251.1879,236.2903,"5,400,043,987.00"
08.01.09,238.7894,238.7894,231.4375,"4,937,622,337.00"
09.01.09,237.5235,244.3913,235.9972,"4,710,985,388.00"
12.01.09,229.1964,237.7655,229.0916,"3,566,780,522.00"
13.01.09,228.3808,231.3091,221.6698,"5,394,260,897.00"
14.01.09,218.7166,233.6667,216.8735,"4,663,474,934.00"
15.01.09,222.9754,224.6926,216.1947,"6,029,082,268.00"
16.01.09,230.6243,230.8409,222.9754,"4,553,130,094.00"
19.01.09,223.3985,233.7081,222.6248,"4,324,537,562.00"
20.01.09,220.243,224.3274,218.8668,"3,944,841,680.00"
21.01.09,221.5014,224.3984,212.8817,"5,636,855,889.00"
22.01.09,219.109,228.5871,217.9911,"5,115,878,922.00"
23.01.09,222.5739,222.7593,214.6978,"4,965,243,488.00"
26.01.09,229.6108,230.5164,220.0425,"4,684,095,028.00"
27.01.09,228.632,232.6556,225.8894,"5,665,400,764.00"
28.01.09,233.1711,233.3764,228.632,"4,881,015,294.00"
29.01.09,226.5415,233.1711,225.0667,"4,702,158,709.00"
30.01.09,225.8362,227.8342,222.9172,"4,840,075,740.00"
02.02.09,216.8533,225.8362,216.7818,"3,807,224,099.00"
03.02.09,222.2563,222.294,214.1108,"4,801,663,369.00"
04.02.09,226.6671,227.506,220.911,"4,358,159,542.00"
05.02.09,224.7174,227.5585,222.3617,"4,744,856,100.00"
06.02.09,233.438,233.4693,224.7174,"4,865,232,381.00"
09.02.09,240.3919,241.2985,232.4191,"5,330,255,974.00"
10.02.09,236.8221,243.1381,234.9173,"5,570,942,902.00"
11.02.09,237.2336,239.2922,232.5703,"4,690,519,391.00"
12.02.09,231.0904,237.2336,229.9555,"4,589,006,665.00"
13.02.09,234.9035,237.3247,231.0904,"3,836,182,383.00"
16.02.09,230.8686,234.9035,230.8356,"2,234,578,300.00"
17.02.09,224.1677,230.8686,223.9466,"4,770,922,807.00"
18.02.09,221.0926,224.8387,218.2408,"5,112,990,944.00"
19.02.09,223.2624,224.5001,219.2989,"4,350,283,760.00"
20.02.09,211.3361,223.2624,210.8642,"3,874,335,661.00"
23.02.09,208.3258,215.1568,208.3108,"3,707,535,097.00"
24.02.09,209.3756,209.4084,201.7196,"4,403,825,751.00"
25.02.09,211.2257,216.0647,209.3756,"4,356,421,216.00"
26.02.09,219.2706,219.3323,211.2257,"4,235,146,674.00"
27.02.09,214.6364,219.2706,211.3718,"4,012,225,717.00"
02.03.09,205.848,214.6364,204.2885,"3,068,227,743.00"
03.03.09,197.5269,206.8029,197.2043,"4,223,369,482.00"
04.03.09,211.1124,211.1124,197.5269,"5,136,694,783.00"
05.03.09,201.4589,211.3908,200.7153,"3,522,518,024.00"
06.03.09,201.0591,206.4347,199.8415,"3,678,829,714.00"
09.03.09,206.2149,206.2993,198.3591,"3,046,248,536.00"
10.03.09,215.7082,216.5576,203.9519,"4,384,532,510.00"
11.03.09,212.3185,219.3673,212.0078,"4,496,536,743.00"
12.03.09,210.9078,212.3185,208.0087,"4,185,288,755.00"
13.03.09,212.235,216.9301,210.9078,"4,209,932,974.00"
16.03.09,215.7898,216.1295,212.0082,"3,136,452,714.00"
17.03.09,216.2389,218.2375,214.0153,"4,095,439,151.00"
18.03.09,212.3896,219.405,211.606,"3,520,385,670.00"
19.03.09,221.5669,222.4442,212.3896,"5,663,168,152.00"
20.03.09,223.5812,225.8578,219.6413,"4,768,832,488.00"
23.03.09,232.4444,232.4669,223.5812,"4,008,364,744.00"
24.03.09,228.3014,235.6736,227.1658,"4,528,862,543.00"
25.03.09,233.2714,234.1747,226.9029,"4,253,408,263.00"
26.03.09,237.8386,238.4279,233.0598,"5,542,779,182.00"
27.03.09,231.9908,237.8386,230.5868,"4,512,541,330.00"
30.03.09,221.5425,231.9908,221.5037,"3,828,049,371.00"
31.03.09,226.3402,227.0763,221.5425,"3,973,807,584.00"
01.04.09,227.962,228.366,222.014,"3,829,564,016.00"
02.04.09,239.7164,239.7164,227.962,"5,462,665,496.00"
03.04.09,232.8348,242.6321,232.6616,"4,728,080,584.00"
06.04.09,231.6086,239.9616,231.0785,"3,380,517,945.00"
07.04.09,224.4623,234.2541,224.4028,"3,239,690,368.00"
08.04.09,220.2357,224.4623,218.9786,"2,027,198,817.00"
14.04.09,230.4103,231.329,220.2357,"5,673,725,527.00"
15.04.09,232.3012,234.5511,227.4472,"4,559,467,046.00"
16.04.09,237.6688,238.5414,232.3012,"5,519,359,732.00"
17.04.09,245.4065,245.4087,237.6688,"5,389,381,572.00"
20.04.09,234.406,247.5225,234.3603,"4,737,518,532.00"
21.04.09,237.9504,237.9504,230.6805,"4,349,146,031.00"
22.04.09,239.6475,240.4159,235.9809,"4,267,996,291.00"
23.04.09,238.0139,241.6709,237.3216,"4,800,993,605.00"
24.04.09,244.2347,244.4971,238.0139,"4,599,141,452.00"
27.04.09,242.5689,244.2347,239.0986,"3,911,251,500.00"
28.04.09,241.915,242.8627,238.4611,"5,336,060,172.00"
29.04.09,249.7575,250.0292,241.915,"5,850,952,980.00"
30.04.09,252.626,255.0497,249.7575,"5,567,646,810.00"
04.05.09,266.0314,266.0621,252.626,"6,068,159,750.00"
05.05.09,265.5394,271.0401,263.2781,"7,448,860,729.00"
06.05.09,268.4326,271.0433,262.5393,"9,240,785,954.00"
07.05.09,274.2415,284.0986,268.4326,"12,607,265,690.00"
08.05.09,284.1475,284.1475,274.2415,"7,082,922,019.00"
11.05.09,277.733,287.2047,276.5372,"6,188,078,524.00"
12.05.09,280.3859,283.9829,275.9907,"6,212,165,163.00"
13.05.09,272.9926,284.4754,272.0552,"7,583,789,801.00"
14.05.09,273.698,274.2286,268.4253,"6,243,030,738.00"
15.05.09,275.6332,277.7855,272.1486,"6,436,589,452.00"
18.05.09,281.7804,281.7804,271.4301,"4,831,508,975.00"
19.05.09,285.614,289.1946,281.7804,"8,754,794,584.00"
20.05.09,290.1376,291.7852,285.614,"7,285,555,785.00"
22.05.09,283.8764,290.1376,282.0473,"6,375,270,032.00"
25.05.09,285.7617,286.5369,280.2027,"3,910,179,052.00"
26.05.09,283.0449,285.7617,276.863,"6,767,407,117.00"
27.05.09,285.8122,288.8889,283.0449,"6,805,282,474.00"
28.05.09,286.4317,287.28,281.643,"6,239,866,831.00"
29.05.09,292.6153,294.8269,286.4317,"9,717,737,455.00"
02.06.09,305.349,305.3708,292.6153,"8,297,500,979.00"
03.06.09,293.1233,306.6745,292.7356,"7,837,589,084.00"
04.06.09,296.9963,297.5683,290.8916,"6,955,605,179.00"
05.06.09,300.3118,302.5477,296.9963,"7,416,655,303.00"
08.06.09,292.6912,300.3118,292.5729,"5,115,716,753.00"
09.06.09,297.162,299.0653,292.6912,"6,118,498,027.00"
10.06.09,303.7756,306.8928,297.162,"7,560,781,331.00"
11.06.09,308.9263,308.9263,303.7756,"6,371,624,543.00"
12.06.09,304.8775,310.8529,304.8752,"5,443,858,166.00"
15.06.09,294.8912,304.8775,294.853,"4,832,179,345.00"
16.06.09,298.3141,300.9188,291.9988,"5,605,870,425.00"
17.06.09,284.5355,298.3141,282.7356,"7,832,703,925.00"
18.06.09,288.1846,289.5904,281.4582,"5,397,471,552.00"
19.06.09,289.1918,291.3615,286.5189,"4,619,937,621.00"
22.06.09,270.4914,289.1918,270.4067,"5,890,474,662.00"
23.06.09,270.3442,274.5008,265.9479,"5,868,969,288.00"
24.06.09,280.1222,280.1222,270.3442,"5,599,418,874.00"
25.06.09,277.0067,281.8569,274.2738,"4,286,381,373.00"
26.06.09,280.1281,284.7139,277.0067,"4,644,467,647.00"
29.06.09,283.6385,283.8103,279.1501,"3,087,483,634.00"
30.06.09,282.3468,286.5833,281.374,"3,959,279,682.00"
01.07.09,288.1084,289.3057,282.3468,"3,378,198,543.00"
02.07.09,281.7269,289.0423,281.7269,"3,528,001,400.00"
03.07.09,280.6711,282.6365,278.0057,"2,132,101,951.00"
06.07.09,269.6053,280.6711,269.2861,"3,636,527,481.00"
07.07.09,269.5933,275.1667,269.3626,"3,922,208,365.00"
08.07.09,264.833,269.5933,264.8281,"3,282,085,503.00"
09.07.09,267.7825,269.5373,264.833,"3,043,074,246.00"
10.07.09,261.5919,267.7825,261.1696,"2,893,616,886.00"
13.07.09,266.1879,266.1879,258.7818,"2,707,112,118.00"
14.07.09,272.4948,272.5615,266.1879,"3,062,243,800.00"
15.07.09,281.3428,281.3473,272.4948,"4,159,922,989.00"
16.07.09,280.0095,282.7904,278.3614,"3,877,409,778.00"
17.07.09,282.2927,283.2751,280.0095,"2,718,418,481.00"
20.07.09,286.9157,288.235,282.2927,"2,420,653,636.00"
21.07.09,293.5936,293.6142,286.9157,"3,636,178,454.00"
22.07.09,293.0253,295.6075,289.5035,"3,665,942,497.00"
23.07.09,297.7617,297.902,290.7637,"4,160,037,477.00"
24.07.09,296.2733,298.7717,294.8086,"3,346,593,811.00"
27.07.09,299.8026,301.2312,296.2733,"3,386,313,835.00"
28.07.09,290.9241,300.5954,290.0245,"3,472,117,713.00"
29.07.09,288.4452,292.5576,287.9586,"2,947,545,116.00"
30.07.09,295.8775,296.0999,288.4452,"3,129,672,381.00"
31.07.09,297.5678,297.5728,293.1349,"3,708,238,178.00"
03.08.09,305.5251,306.4832,297.5678,"4,519,690,110.00"
04.08.09,302.3893,307.4718,299.9244,"4,340,381,208.00"
05.08.09,301.8256,305.8309,299.8736,"4,645,971,656.00"
06.08.09,300.9092,306.0118,299.3221,"3,964,159,982.00"
07.08.09,302.7381,302.7572,294.1786,"4,192,614,982.00"
10.08.09,299.8495,302.7381,297.3406,"3,247,008,721.00"
11.08.09,295.0374,302.7957,294.4992,"5,463,788,814.00"
12.08.09,299.8132,299.8132,292.1559,"4,310,885,465.00"
13.08.09,301.0338,303.3825,298.5293,"4,995,739,615.00"
14.08.09,299.4467,304.1264,297.6533,"4,037,649,894.00"
17.08.09,291.9139,299.4467,291.0801,"3,482,757,818.00"
18.08.09,295.5472,296.2584,291.9139,"3,707,053,129.00"
19.08.09,295.3849,296.4201,291.6353,"3,932,615,046.00"
20.08.09,299.9902,301.4959,295.3849,"4,989,566,749.00"
21.08.09,307.3588,307.3894,298.6255,"4,542,266,190.00"
24.08.09,313.1672,313.8164,307.3588,"4,966,977,286.00"
25.08.09,314.1498,315.781,308.8575,"5,255,322,368.00"
26.08.09,307.3975,315.6379,307.3069,"4,613,544,614.00"
27.08.09,302.7389,310.0138,302.1524,"4,309,108,635.00"
28.08.09,307.6379,309.6275,302.7389,"5,021,821,168.00"
31.08.09,300.1846,307.6379,299.895,"3,995,138,416.00"
01.09.09,297.9725,303.4716,294.8352,"5,562,960,567.00"
02.09.09,293.0843,298.1987,292.4112,"5,264,348,565.00"
03.09.09,296.2603,298.9362,293.0843,"5,295,650,062.00"
04.09.09,299.7535,300.8353,296.2603,"4,116,367,114.00"
07.09.09,305.6741,305.6943,299.7535,"3,096,635,010.00"
08.09.09,307.5327,308.6372,305.6741,"4,817,747,789.00"
09.09.09,311.98,312.42,304.8977,"6,029,760,388.00"
10.09.09,311.2199,315.3212,307.9096,"6,171,901,689.00"
11.09.09,312.4152,314.0239,311.2199,"5,192,776,759.00"
14.09.09,309.7803,312.4152,306.0631,"3,836,365,211.00"
15.09.09,317.9048,317.9048,309.7803,"7,144,214,874.00"
16.09.09,323.8942,324.558,317.9048,"7,527,786,328.00"
17.09.09,325.3442,328.773,322.6843,"6,777,181,420.00"
18.09.09,325.5283,327.1304,322.2036,"6,489,541,824.00"
21.09.09,321.8346,325.5906,320.3799,"4,595,012,473.00"
22.09.09,327.5434,327.8533,321.8346,"5,283,846,092.00"
23.09.09,323.6063,330.0824,322.778,"5,744,587,142.00"
24.09.09,317.0585,325.12,316.8431,"6,709,437,164.00"
25.09.09,319.0005,321.9585,317.0104,"6,464,686,157.00"
28.09.09,322.5231,322.5231,313.9155,"4,554,761,970.00"
29.09.09,322.6349,324.9228,320.6878,"4,468,297,092.00"
30.09.09,323.4607,327.8409,320.6682,"6,284,713,518.00"
01.10.09,318.8708,326.6874,318.1027,"6,789,510,838.00"
02.10.09,311.4321,318.8708,309.2258,"5,988,278,755.00"
05.10.09,320.2862,320.3112,311.4321,"5,762,986,524.00"
06.10.09,329.6759,329.6939,320.2862,"7,728,623,106.00"
07.10.09,327.264,331.2498,324.9327,"6,333,034,176.00"
08.10.09,335.6137,335.6137,327.264,"7,960,622,518.00"
09.10.09,337.1216,337.2444,333.3138,"6,492,117,345.00"
12.10.09,337.9821,341.5172,337.1216,"5,962,177,514.00"
13.10.09,335.1672,338.6096,333.5621,"5,301,601,352.00"
14.10.09,342.3393,343.2009,335.1672,"7,273,029,919.00"
15.10.09,341.734,344.8056,340.0636,"7,101,754,338.00"
16.10.09,341.9043,346.6327,340.523,"7,360,542,690.00"
19.10.09,348.499,348.5204,341.9043,"5,790,629,181.00"
20.10.09,349.4024,352.0135,346.5673,"8,014,647,599.00"
21.10.09,348.9815,350.8041,342.7261,"7,588,905,798.00"
22.10.09,344.0561,348.9815,342.5287,"6,875,655,019.00"
23.10.09,342.3012,349.0223,342.3012,"6,997,915,361.00"
26.10.09,337.4453,345.2848,337.0893,"5,421,117,612.00"
27.10.09,338.231,340.5311,335.9743,"7,363,389,698.00"
28.10.09,326.41,338.3781,326.41,"8,063,586,266.00"
29.10.09,337.8512,338.25,325.8261,"6,791,944,296.00"
30.10.09,331.351,340.9189,329.38,"6,097,956,677.00"
02.11.09,331.9881,332.6466,326.0595,"5,228,188,462.00"
03.11.09,326.7169,331.9881,323.596,"5,536,356,386.00"
04.11.09,336.0765,336.0903,326.7169,"5,979,353,663.00"
05.11.09,337.2173,338.3427,330.2121,"5,550,009,787.00"
06.11.09,334.5199,341.1803,333.3168,"6,322,176,490.00"
09.11.09,344.266,344.6527,334.5199,"5,241,278,601.00"
10.11.09,342.8274,346.9281,342.565,"5,220,442,665.00"
11.11.09,346.7142,349.4195,342.8274,"5,025,386,816.00"
12.11.09,345.7622,348.4371,344.7894,"5,139,202,286.00"
13.11.09,347.3149,348.1474,344.2215,"4,497,437,796.00"
16.11.09,357.749,357.7506,347.3149,"7,581,599,360.00"
17.11.09,356.326,359.4697,354.9455,"6,163,142,637.00"
18.11.09,357.426,362.5426,356.326,"6,732,643,339.00"
19.11.09,348.9082,357.574,348.7847,"5,974,257,792.00"
20.11.09,350.3942,355.2234,347.8042,"5,275,624,799.00"
23.11.09,360.3657,361.0313,350.3942,"4,806,935,752.00"
24.11.09,358.507,363.2358,356.6244,"6,159,393,412.00"
25.11.09,360.1558,362.3257,357.7631,"5,408,034,239.00"
26.11.09,349.1638,360.1558,348.6113,"5,100,552,993.00"
27.11.09,355.7725,355.7725,340.6046,"6,065,964,295.00"
30.11.09,349.1482,358.4235,349.0704,"6,541,822,724.00"
01.12.09,357.7513,357.8426,349.1482,"7,433,508,355.00"
02.12.09,357.675,359.3842,356.1701,"6,643,542,793.00"
03.12.09,357.7659,362.3017,355.3241,"7,524,561,390.00"
04.12.09,362.8649,363.8123,355.6013,"6,278,562,090.00"
07.12.09,362.7739,363.3386,359.4314,"5,655,643,867.00"
08.12.09,360.299,364.0066,357.0014,"6,581,743,510.00"
09.12.09,356.5448,360.9554,355.4155,"5,719,747,110.00"
10.12.09,362.2278,362.2278,353.7312,"6,107,282,708.00"
11.12.09,361.3593,365.1443,361.3593,"5,712,849,983.00"
14.12.09,365.032,366.1465,361.3593,"5,370,996,631.00"
15.12.09,367.1494,367.1494,363.3403,"5,510,135,580.00"
16.12.09,371.0301,371.0301,365.8517,"6,304,782,022.00"
17.12.09,366.5282,371.0301,366.3951,"5,816,963,186.00"
18.12.09,363.7371,370.856,363.6278,"5,801,210,111.00"
21.12.09,369.8999,369.9008,363.7371,"3,502,181,076.00"
22.12.09,369.6975,371.6227,367.709,"3,608,783,847.00"
23.12.09,371.1976,371.9048,369.3039,"2,614,820,766.00"
28.12.09,372.9016,373.6095,371.1976,"1,612,392,740.00"
29.12.09,375.20,375.4242,372.9016,"2,302,336,803.00"
30.12.09,371.5557,375.3393,371.5557,"2,087,160,223.00"
04.01.10,380.1554,380.1702,371.5557,"4,843,360,362.00"
05.01.10,380.7523,382.9324,377.9784,"7,255,475,873.00"
06.01.10,378.9133,382.3899,378.4822,"6,870,551,867.00"
07.01.10,380.3776,382.3078,378.6522,"7,328,178,902.00"
08.01.10,382.3245,384.3706,380.3776,"6,573,414,135.00"
11.01.10,383.8424,389.5155,382.3245,"7,721,339,352.00"
12.01.10,376.4244,384.1149,375.1156,"8,201,968,440.00"
13.01.10,376.7853,377.9779,372.2145,"7,279,340,093.00"
14.01.10,381.1004,381.5019,376.7853,"7,087,352,445.00"
15.01.10,378.287,382.7983,376.6725,"7,627,286,284.00"
18.01.10,378.8016,379.2821,374.8544,"4,241,201,477.00"
19.01.10,377.2497,378.8016,374.0017,"5,962,465,757.00"
20.01.10,367.699,378.1187,366.8104,"6,857,598,842.00"
21.01.10,362.6032,372.004,362.144,"7,929,851,515.00"
22.01.10,357.1191,365.1659,354.5906,"7,617,365,851.00"
25.01.10,357.5224,361.4657,354.0047,"6,713,224,187.00"
26.01.10,355.2262,357.5224,349.8876,"7,725,768,231.00"
27.01.10,354.9466,358.2651,352.0995,"7,749,310,129.00"
28.01.10,356.2115,363.2389,354.9466,"8,496,170,975.00"
29.01.10,362.7285,363.4184,356.2017,"7,729,687,209.00"
01.02.10,363.8917,364.7998,359.9369,"6,809,641,482.00"
02.02.10,369.6398,369.6398,363.8917,"9,334,706,348.00"
03.02.10,368.6494,373.0111,368.2326,"8,691,293,255.00"
04.02.10,357.7908,370.8814,357.7817,"7,630,836,893.00"
05.02.10,351.266,357.7908,347.2387,"8,227,171,726.00"
08.02.10,347.6009,354.0642,339.613,"8,102,752,171.00"
09.02.10,351.5448,353.7125,345.5273,"6,533,753,456.00"
10.02.10,344.50,354.2941,344.4802,"8,036,434,512.00"
11.02.10,347.5178,351.8117,343.5456,"7,446,012,569.00"
12.02.10,342.7946,351.4269,341.0924,"7,278,275,233.00"
15.02.10,340.1902,343.589,339.3882,"5,359,048,131.00"
16.02.10,348.2545,348.2757,340.1902,"6,526,709,788.00"
17.02.10,350.4935,351.8483,348.2545,"7,537,844,413.00"
18.02.10,353.1821,353.2007,348.0814,"6,201,064,024.00"
19.02.10,357.2403,357.2935,348.9971,"5,529,868,305.00"
22.02.10,359.6782,361.7657,357.2403,"4,953,287,735.00"
23.02.10,351.7739,362.1913,351.7115,"6,103,245,524.00"
24.02.10,352.1951,353.2931,347.9865,"5,740,041,103.00"
25.02.10,344.2163,352.4996,344.0737,"5,109,296,630.00"
26.02.10,350.4152,350.465,344.2163,"4,638,021,429.00"
01.03.10,359.8696,359.9124,350.4152,"5,191,179,388.00"
02.03.10,360.8262,361.9005,357.4313,"5,509,542,516.00"
03.03.10,363.2507,363.6428,359.3451,"5,700,311,986.00"
04.03.10,363.1312,366.0906,360.6681,"5,658,267,054.00"
05.03.10,369.8153,369.9286,363.1312,"5,574,245,329.00"
08.03.10,368.4408,372.3636,368.0271,"3,832,268,383.00"
09.03.10,367.9064,369.7462,363.888,"4,476,542,345.00"
10.03.10,373.1047,373.2156,366.3347,"5,554,484,688.00"
11.03.10,369.7488,373.29,369.0485,"5,738,334,418.00"
12.03.10,370.9044,373.9967,369.7488,"6,535,194,114.00"
15.03.10,365.2902,371.2053,364.6887,"5,185,521,486.00"
16.03.10,370.427,370.6684,365.2902,"5,322,513,250.00"
17.03.10,372.2754,374.1984,370.427,"6,291,117,678.00"
18.03.10,369.4651,373.568,368.5306,"5,939,899,770.00"
19.03.10,368.4766,371.9137,367.3845,"6,073,105,180.00"
22.03.10,368.9598,369.7668,364.2012,"4,220,012,962.00"
23.03.10,375.0483,375.0483,368.9598,"5,643,673,866.00"
24.03.10,373.7217,375.7913,370.6277,"5,319,637,606.00"
25.03.10,376.4206,377.3268,372.1075,"5,942,473,454.00"
26.03.10,373.0528,376.4206,372.4363,"5,556,489,616.00"
29.03.10,373.7939,374.6955,372.6052,"3,460,205,333.00"
30.03.10,372.6485,376.0544,372.5539,"3,319,876,972.00"
31.03.10,376.6983,376.7291,372.301,"2,406,319,578.00"
06.04.10,385.1228,386.5406,376.6983,"8,786,966,037.00"
07.04.10,384.7452,386.4035,384.0912,"6,462,938,556.00"
08.04.10,383.17,384.7452,381.194,"6,678,624,106.00"
09.04.10,387.9762,388.4317,383.17,"7,410,344,612.00"
12.04.10,388.19,391.27,386.53,"4,638,895,358.00"
13.04.10,382.49,388.19,381.76,"5,882,371,625.00"
14.04.10,388.09,388.33,382.49,"6,894,453,466.00"
15.04.10,391.63,392.09,387.57,"8,811,348,520.00"
16.04.10,386.59,392.18,385.85,"7,631,247,328.00"
19.04.10,381.66,386.59,378.32,"6,708,550,499.00"
20.04.10,389.37,389.37,381.58,"6,284,251,805.00"
21.04.10,388.40,392.63,387.60,"6,790,634,038.00"
22.04.10,387.55,390.61,384.96,"7,046,005,045.00"
23.04.10,391.61,392.12,387.37,"7,597,216,745.00"
26.04.10,393.51,396.61,391.60,"7,128,311,919.00"
27.04.10,388.08,395.88,388.08,"9,365,830,579.00"
28.04.10,381.13,388.08,378.98,"9,127,071,960.00"
29.04.10,386.75,388.13,380.97,"6,705,767,540.00"
30.04.10,383.02,390.31,381.86,"8,295,641,402.00"
03.05.10,385.35,385.69,380.29,"6,092,505,117.00"
04.05.10,374.44,388.25,373.36,"8,921,470,888.00"
05.05.10,367.73,376.68,364.22,"9,740,813,137.00"
06.05.10,359.29,368.89,358.75,"8,518,190,838.00"
07.05.10,348.98,359.29,343.17,"9,876,327,578.00"
10.05.10,371.22,371.22,348.97,"8,820,469,875.00"
11.05.10,368.52,371.25,362.86,"6,938,821,857.00"
12.05.10,375.40,376.28,366.32,"6,862,098,723.00"
14.05.10,362.52,376.42,362.52,"6,276,628,032.00"
18.05.10,364.56,367.92,362.10,"6,136,303,621.00"
19.05.10,349.39,364.56,348.92,"8,645,973,213.00"
20.05.10,338.94,357.07,333.40,"10,201,939,647.00"
21.05.10,344.20,344.20,332.01,"9,629,700,993.00"
25.05.10,331.77,344.20,326.71,"8,338,696,489.00"
26.05.10,347.25,348.19,331.77,"9,056,908,589.00"
27.05.10,354.15,354.15,347.03,"8,070,976,896.00"
28.05.10,349.96,356.38,349.26,"5,920,901,064.00"
31.05.10,344.23,351.09,344.23,"3,410,857,104.00"
01.06.10,344.31,347.14,336.14,"6,051,146,671.00"
02.06.10,346.71,346.85,340.03,"5,637,311,604.00"
03.06.10,354.55,355.99,346.71,"5,504,301,789.00"
04.06.10,348.43,359.61,347.11,"6,611,091,582.00"
07.06.10,344.36,348.43,340.17,"5,327,778,728.00"
08.06.10,339.49,348.32,337.35,"6,320,823,021.00"
09.06.10,348.20,348.20,338.82,"6,129,037,843.00"
10.06.10,352.95,352.95,343.58,"6,299,184,837.00"
11.06.10,354.83,356.32,349.10,"6,533,496,413.00"
14.06.10,364.14,364.14,354.83,"5,382,812,865.00"
15.06.10,365.31,366.13,360.14,"5,278,729,585.00"
16.06.10,361.60,368.73,358.45,"6,066,794,300.00"
17.06.10,361.33,365.10,359.81,"5,597,507,066.00"
18.06.10,362.29,363.59,359.01,"3,893,000,713.00"
21.06.10,369.24,370.82,361.78,"5,473,462,891.00"
22.06.10,363.64,369.33,362.19,"4,426,786,667.00"
23.06.10,358.63,363.74,357.50,"4,808,890,223.00"
24.06.10,351.10,361.48,350.49,"5,225,967,298.00"
25.06.10,343.20,352.71,343.02,"4,829,115,329.00"
28.06.10,344.89,347.51,340.71,"4,645,540,449.00"
29.06.10,326.68,344.89,325.88,"6,462,607,472.00"
30.06.10,328.12,332.42,323.48,"5,943,490,223.00"
01.07.10,317.89,328.15,317.79,"5,875,034,154.00"
02.07.10,326.41,328.03,317.89,"4,991,155,925.00"
05.07.10,323.64,328.79,323.58,"2,697,186,960.00"
06.07.10,336.74,337.13,323.63,"4,772,334,980.00"
