OSEBX,Last,High,Low,Official turnover (NOK)
29.12.95,100.00,,,
02.01.96,101.4633,,,
03.01.96,103.5006,,,
04.01.96,103.411,,,
05.01.96,103.0309,,,
08.01.96,103.9631,,,
09.01.96,103.4211,,,
10.01.96,102.0742,,,
11.01.96,103.0205,,,
12.01.96,102.6329,,,
15.01.96,101.4764,,,
16.01.96,101.2782,,,
17.01.96,100.9799,,,
18.01.96,101.7239,,,
19.01.96,101.803,,,
22.01.96,101.5831,,,
23.01.96,101.1576,,,
24.01.96,101.3914,,,
25.01.96,101.4437,,,
26.01.96,101.0564,,,
29.01.96,100.6752,,,
30.01.96,100.5267,,,
31.01.96,101.2275,,,
01.02.96,101.7404,,,
02.02.96,102.4151,,,
05.02.96,101.97,,,
06.02.96,102.0807,,,
07.02.96,102.4804,,,
08.02.96,102.4683,,,
09.02.96,102.4913,,,
12.02.96,102.6338,,,
13.02.96,102.9874,,,
14.02.96,103.1989,,,
15.02.96,103.0577,,,
16.02.96,103.3398,,,
19.02.96,102.2627,,,
20.02.96,102.111,,,
21.02.96,103.4606,,,
22.02.96,104.6018,,,
23.02.96,105.1772,,,
26.02.96,104.4177,,,
27.02.96,103.6669,,,
28.02.96,103.1445,,,
29.02.96,102.436,,,
01.03.96,104.3164,,,
04.03.96,104.6584,,,
05.03.96,104.7569,,,
06.03.96,104.6419,,,
07.03.96,104.5595,,,
08.03.96,103.5105,,,
11.03.96,103.0259,,,
12.03.96,103.4358,,,
13.03.96,103.4705,,,
14.03.96,103.8715,,,
15.03.96,103.9304,,,
18.03.96,104.8336,,,
19.03.96,105.1959,,,
20.03.96,104.2977,,,
21.03.96,104.3795,,,
22.03.96,104.4952,,,
25.03.96,104.6598,,,
26.03.96,104.0629,,,
27.03.96,104.4638,,,
28.03.96,103.7338,,,
29.03.96,103.3784,,,
01.04.96,103.7287,,,
02.04.96,104.3136,,,
03.04.96,104.377,,,
09.04.96,104.9074,,,
10.04.96,106.4289,,,
11.04.96,107.2376,,,
12.04.96,108.0997,,,
15.04.96,108.7497,,,
16.04.96,107.9606,,,
17.04.96,107.9246,,,
18.04.96,108.6789,,,
19.04.96,109.2464,,,
22.04.96,110.3263,,,
23.04.96,110.6708,,,
24.04.96,110.6813,,,
25.04.96,111.7399,,,
26.04.96,112.7369,,,
29.04.96,112.9898,,,
30.04.96,112.2236,,,
02.05.96,111.9082,,,
03.05.96,111.0691,,,
06.05.96,110.176,,,
07.05.96,110.1288,,,
08.05.96,108.8643,,,
09.05.96,109.2363,,,
10.05.96,109.9385,,,
13.05.96,110.254,,,
14.05.96,110.2653,,,
15.05.96,109.6796,,,
20.05.96,109.7676,,,
21.05.96,111.1835,,,
22.05.96,111.0391,,,
23.05.96,111.5549,,,
24.05.96,111.9014,,,
28.05.96,112.4365,,,
29.05.96,113.196,,,
30.05.96,112.8432,,,
31.05.96,113.1924,,,
03.06.96,112.8478,,,
04.06.96,113.817,,,
05.06.96,114.0997,,,
06.06.96,114.1813,,,
07.06.96,113.2703,,,
10.06.96,115.4212,,,
11.06.96,115.7266,,,
12.06.96,115.8204,,,"259,637,359.00"
13.06.96,115.3602,,,"300,197,585.00"
14.06.96,114.9533,,,"284,658,306.00"
17.06.96,115.0146,,,"213,876,325.00"
18.06.96,115.0507,,,"241,623,775.00"
19.06.96,114.631,,,"277,547,732.00"
20.06.96,114.464,,,"192,785,436.00"
21.06.96,114.2965,,,"157,369,796.00"
24.06.96,115.338,,,"227,672,579.00"
25.06.96,113.9672,,,"231,379,442.00"
26.06.96,114.596,,,"240,596,743.00"
27.06.96,113.7619,,,"205,265,654.00"
28.06.96,114.3976,,,"190,216,498.00"
01.07.96,115.5671,,,"260,589,090.00"
02.07.96,116.176,,,"272,471,515.00"
03.07.96,115.9912,,,"295,115,272.00"
04.07.96,116.6872,,,"194,551,009.00"
05.07.96,116.0541,,,"303,097,547.00"
08.07.96,114.9749,,,"206,886,189.00"
09.07.96,116.2212,,,"218,413,858.00"
10.07.96,116.6739,,,"327,335,438.00"
11.07.96,116.3829,,,"285,188,608.00"
12.07.96,115.2223,,,"257,534,631.00"
15.07.96,114.8755,,,"134,581,075.00"
16.07.96,112.4461,,,"336,647,506.00"
17.07.96,112.3772,,,"337,216,140.00"
18.07.96,111.7774,,,"294,191,758.00"
19.07.96,112.7009,,,"275,190,565.00"
22.07.96,111.97,,,"266,903,201.00"
23.07.96,112.5733,,,"238,263,106.00"
24.07.96,110.5576,,,"260,305,068.00"
25.07.96,111.3181,,,"235,733,066.00"
26.07.96,111.1758,,,"199,433,116.00"
29.07.96,111.5645,,,"154,074,377.00"
30.07.96,110.8787,,,"166,034,925.00"
31.07.96,110.0473,,,"267,413,171.00"
01.08.96,110.8807,,,"294,838,365.00"
02.08.96,111.8763,,,"336,130,090.00"
05.08.96,111.5704,,,"290,521,499.00"
06.08.96,111.9717,,,"307,019,778.00"
07.08.96,112.6513,,,"244,103,169.00"
08.08.96,112.6693,,,"348,252,162.00"
09.08.96,112.3882,,,"272,011,040.00"
12.08.96,111.7328,,,"196,162,837.00"
13.08.96,111.4865,,,"291,481,585.00"
14.08.96,111.4489,,,"281,382,575.00"
15.08.96,111.9285,,,"319,817,729.00"
16.08.96,112.5854,,,"234,716,964.00"
19.08.96,112.4944,,,"297,186,734.00"
20.08.96,112.564,,,"275,006,963.00"
21.08.96,112.9805,,,"396,521,577.00"
22.08.96,113.4959,,,"249,867,162.00"
23.08.96,113.58,,,"287,800,722.00"
26.08.96,112.9156,,,"125,415,077.00"
27.08.96,112.7793,,,"225,511,602.00"
28.08.96,113.3934,,,"265,573,985.00"
29.08.96,113.6418,,,"298,567,790.00"
30.08.96,112.9566,,,"274,517,440.00"
02.09.96,113.6811,,,"150,295,485.00"
03.09.96,112.5673,,,"286,589,335.00"
04.09.96,114.3012,,,"309,233,146.00"
05.09.96,114.0045,,,"260,084,702.00"
06.09.96,114.1785,,,"207,015,687.00"
09.09.96,114.8959,,,"158,836,302.00"
10.09.96,115.1801,,,"309,904,611.00"
11.09.96,114.4425,,,"265,218,564.00"
12.09.96,115.2907,,,"249,150,104.00"
13.09.96,115.6523,,,"247,560,229.00"
16.09.96,116.0822,,,"252,938,422.00"
17.09.96,115.5864,,,"242,294,424.00"
18.09.96,115.1242,,,"205,964,421.00"
19.09.96,115.5256,,,"248,335,434.00"
20.09.96,116.026,,,"238,366,598.00"
23.09.96,115.8921,,,"228,871,931.00"
24.09.96,115.9028,,,"241,203,746.00"
25.09.96,115.9845,,,"238,460,931.00"
26.09.96,116.5829,,,"346,838,834.00"
27.09.96,116.4958,,,"263,284,613.00"
30.09.96,115.381,,,"247,756,216.00"
01.10.96,116.3905,,,"373,529,770.00"
02.10.96,117.7683,,,"341,630,380.00"
03.10.96,117.8116,,,"313,130,504.00"
04.10.96,118.7907,,,"416,174,219.00"
07.10.96,118.9518,,,"315,177,357.00"
08.10.96,119.6054,,,"336,642,370.00"
09.10.96,120.1983,,,"386,548,938.00"
10.10.96,119.6333,,,"275,402,915.00"
11.10.96,120.0859,,,"247,240,942.00"
14.10.96,120.6261,,,"285,411,036.00"
15.10.96,121.5919,,,"370,314,469.00"
16.10.96,120.9691,,,"308,287,219.00"
17.10.96,121.0382,,,"325,664,439.00"
18.10.96,120.682,,,"490,940,155.00"
21.10.96,120.1265,,,"352,002,531.00"
22.10.96,119.6796,,,"394,506,359.00"
23.10.96,118.597,,,"412,083,120.00"
24.10.96,119.5325,,,"361,225,991.00"
25.10.96,119.095,,,"287,468,839.00"
28.10.96,119.5876,,,"254,565,796.00"
29.10.96,118.5473,,,"278,388,354.00"
30.10.96,118.5145,,,"267,390,701.00"
31.10.96,118.348,,,"330,209,088.00"
01.11.96,119.3238,,,"304,088,353.00"
04.11.96,119.3853,,,"187,343,339.00"
05.11.96,120.1281,,,"334,522,288.00"
06.11.96,120.315,,,"430,793,716.00"
07.11.96,119.8358,,,"302,361,056.00"
08.11.96,120.6506,,,"438,735,730.00"
11.11.96,121.6319,,,"402,978,416.00"
12.11.96,121.6862,,,"377,408,515.00"
13.11.96,121.7476,,,"322,285,019.00"
14.11.96,122.1011,,,"424,701,690.00"
15.11.96,123.3319,,,"386,972,135.00"
18.11.96,123.6534,,,"255,091,701.00"
19.11.96,124.4205,,,"362,342,432.00"
20.11.96,124.9134,,,"471,414,334.00"
21.11.96,124.9026,,,"311,614,360.00"
22.11.96,125.7972,,,"439,344,860.00"
25.11.96,125.7621,,,"405,841,617.00"
26.11.96,125.5588,,,"338,338,249.00"
27.11.96,124.8595,,,"286,243,862.00"
28.11.96,125.5137,,,"329,817,684.00"
29.11.96,126.645,,,"363,975,772.00"
02.12.96,128.3127,,,"440,897,221.00"
03.12.96,129.3496,,,"518,675,478.00"
04.12.96,128.3743,,,"624,608,075.00"
05.12.96,129.4758,,,"522,166,295.00"
06.12.96,126.9434,,,"665,463,148.00"
09.12.96,128.7539,,,"321,475,481.00"
10.12.96,129.8826,,,"349,749,581.00"
11.12.96,127.6583,,,"344,622,965.00"
12.12.96,128.0781,,,"300,964,804.00"
13.12.96,126.9925,,,"347,039,212.00"
16.12.96,127.7262,,,"265,279,260.00"
17.12.96,125.7144,,,"272,377,759.00"
18.12.96,126.148,,,"285,029,986.00"
19.12.96,127.0004,,,"444,273,035.00"
20.12.96,128.5062,,,"448,374,958.00"
23.12.96,128.7738,,,"179,629,249.00"
27.12.96,131.1655,,,"190,461,667.00"
30.12.96,132.4284,,,"340,689,098.00"
02.01.97,131.6558,,,"221,087,396.00"
03.01.97,134.2401,,,"405,610,568.00"
06.01.97,136.2728,,,"468,959,126.00"
07.01.97,136.3426,,,"465,000,247.00"
08.01.97,138.5395,,,"494,633,758.00"
09.01.97,138.4674,,,"477,926,918.00"
10.01.97,137.1075,,,"762,591,492.00"
13.01.97,138.9366,,,"416,427,716.00"
14.01.97,139.2841,,,"523,358,243.00"
15.01.97,138.9495,,,"577,890,492.00"
16.01.97,140.2052,,,"418,105,118.00"
17.01.97,140.3391,,,"412,333,977.00"
20.01.97,142.3669,,,"489,350,887.00"
21.01.97,141.4579,,,"442,448,335.00"
22.01.97,142.3498,,,"498,846,175.00"
23.01.97,143.7753,,,"413,686,763.00"
24.01.97,143.0382,,,"458,881,197.00"
27.01.97,142.4609,,,"324,784,816.00"
28.01.97,143.4483,,,"386,703,098.00"
29.01.97,142.827,,,"478,796,259.00"
30.01.97,143.158,,,"463,522,766.00"
31.01.97,143.8459,,,"565,308,165.00"
03.02.97,144.541,,,"449,381,706.00"
04.02.97,143.5441,,,"475,472,859.00"
05.02.97,143.0576,,,"511,106,406.00"
06.02.97,143.3523,,,"394,655,991.00"
07.02.97,144.0836,,,"579,335,147.00"
10.02.97,143.6815,,,"409,724,394.00"
11.02.97,142.1893,,,"452,366,771.00"
12.02.97,142.9634,,,"520,737,853.00"
13.02.97,144.81,,,"595,163,380.00"
14.02.97,146.5118,,,"564,838,297.00"
17.02.97,147.4064,,,"397,971,717.00"
18.02.97,149.099,,,"524,558,366.00"
19.02.97,150.4362,,,"654,021,672.00"
20.02.97,150.3591,,,"498,981,672.00"
21.02.97,149.6157,,,"435,430,912.00"
24.02.97,145.9177,,,"606,911,228.00"
25.02.97,146.199,,,"792,020,607.00"
26.02.97,144.9103,,,"595,021,840.00"
27.02.97,143.8458,,,"383,980,290.00"
28.02.97,142.3721,,,"413,402,207.00"
03.03.97,141.7181,,,"415,921,861.00"
04.03.97,144.4699,,,"504,640,624.00"
05.03.97,145.3967,,,"458,677,300.00"
06.03.97,147.7622,,,"589,532,911.00"
07.03.97,147.8105,,,"463,615,773.00"
10.03.97,148.5971,,,"429,814,205.00"
11.03.97,149.1508,,,"525,725,397.00"
12.03.97,148.2818,,,"364,566,786.00"
13.03.97,148.0021,,,"386,202,642.00"
14.03.97,148.8064,,,"439,516,655.00"
17.03.97,148.1745,,,"349,375,695.00"
18.03.97,146.6516,,,"442,420,259.00"
19.03.97,144.9376,,,"336,002,276.00"
20.03.97,141.7512,,,"578,715,597.00"
21.03.97,142.7529,,,"407,364,230.00"
24.03.97,142.6784,,,"200,938,814.00"
25.03.97,143.1262,,,"263,603,429.00"
26.03.97,144.4694,,,"152,096,570.00"
01.04.97,139.8194,,,"413,110,550.00"
02.04.97,139.2972,,,"708,779,920.00"
03.04.97,138.8269,,,"519,382,204.00"
04.04.97,138.5406,,,"582,651,334.00"
07.04.97,143.3826,,,"364,524,455.00"
08.04.97,143.8567,,,"435,380,431.00"
09.04.97,145.4756,,,"483,613,065.00"
10.04.97,144.6247,,,"318,768,141.00"
11.04.97,143.642,,,"309,324,112.00"
14.04.97,143.0638,,,"501,736,732.00"
15.04.97,145.3427,,,"445,973,899.00"
16.04.97,144.9921,,,"562,705,653.00"
17.04.97,145.1808,,,"364,658,063.00"
18.04.97,145.9265,,,"531,465,511.00"
21.04.97,148.311,,,"403,685,421.00"
22.04.97,149.287,,,"403,907,015.00"
23.04.97,149.0428,,,"453,668,012.00"
24.04.97,148.7467,,,"395,054,118.00"
25.04.97,147.0097,,,"381,184,759.00"
28.04.97,146.3342,,,"409,943,010.00"
29.04.97,147.8554,,,"436,009,642.00"
30.04.97,148.1489,,,"337,576,800.00"
02.05.97,147.2114,,,"379,246,848.00"
05.05.97,148.9236,,,"301,949,610.00"
06.05.97,149.1834,,,"485,182,635.00"
07.05.97,149.6777,,,"335,577,759.00"
09.05.97,150.0739,,,"273,946,229.00"
12.05.97,151.3204,,,"381,816,114.00"
13.05.97,151.6952,,,"432,085,862.00"
14.05.97,152.3416,,,"425,871,608.00"
15.05.97,151.7578,,,"351,427,908.00"
16.05.97,152.5863,,,"730,225,877.00"
20.05.97,152.6703,,,"283,253,399.00"
21.05.97,155.652,,,"534,373,599.00"
22.05.97,156.6957,,,"620,961,980.00"
23.05.97,157.8931,,,"421,246,226.00"
26.05.97,159.5652,,,"378,905,825.00"
27.05.97,159.3101,,,"340,408,310.00"
28.05.97,159.6028,,,"508,419,990.00"
29.05.97,159.4377,,,"291,129,931.00"
30.05.97,157.9456,,,"328,770,968.00"
02.06.97,160.2339,,,"290,673,107.00"
03.06.97,161.205,,,"386,119,205.00"
04.06.97,160.9843,,,"311,363,035.00"
05.06.97,159.8863,,,"357,654,396.00"
06.06.97,161.5175,,,"352,734,917.00"
09.06.97,163.0066,,,"443,063,469.00"
10.06.97,162.3919,,,"369,444,588.00"
11.06.97,161.2509,,,"419,378,918.00"
12.06.97,161.1492,,,"458,039,805.00"
13.06.97,162.1288,,,"428,074,678.00"
16.06.97,161.2436,,,"324,054,062.00"
17.06.97,160.7287,,,"283,892,110.00"
18.06.97,160.0323,,,"292,816,337.00"
19.06.97,161.0159,,,"317,793,303.00"
20.06.97,161.3849,,,"370,711,118.00"
23.06.97,161.3855,,,"257,749,159.00"
24.06.97,162.0572,,,"307,074,053.00"
25.06.97,161.7054,,,"301,393,144.00"
26.06.97,162.0597,,,"296,205,001.00"
27.06.97,162.7357,,,"277,773,530.00"
30.06.97,163.6205,,,"338,108,200.00"
01.07.97,165.32,,,"775,218,077.00"
02.07.97,166.9752,,,
03.07.97,168.8016,,,
04.07.97,170.0673,,,
07.07.97,170.3124,,,
08.07.97,170.3152,,,
09.07.97,169.7623,,,
10.07.97,169.0519,,,
11.07.97,170.2135,,,
14.07.97,170.1794,,,"274,281,095.00"
15.07.97,171.2008,,,"313,504,729.00"
16.07.97,173.7852,,,"375,490,317.00"
17.07.97,173.4178,,,"304,366,635.00"
18.07.97,171.2217,,,"303,214,785.00"
21.07.97,169.5674,,,"341,543,065.00"
22.07.97,171.1837,,,"409,793,642.00"
23.07.97,174.4118,,,"622,784,820.00"
24.07.97,173.8125,,,"529,301,003.00"
25.07.97,173.6567,,,"353,459,721.00"
28.07.97,173.8908,,,"313,402,173.00"
29.07.97,173.0103,,,"311,369,289.00"
30.07.97,175.295,,,"464,003,490.00"
31.07.97,176.6743,,,"526,045,029.00"
01.08.97,176.2024,,,"396,918,578.00"
04.08.97,177.0279,,,"425,737,895.00"
05.08.97,178.755,,,"576,690,051.00"
06.08.97,180.9398,,,"595,329,929.00"
07.08.97,182.7045,,,"679,531,799.00"
08.08.97,181.5793,,,"460,465,167.00"
11.08.97,181.2779,,,"393,390,000.00"
12.08.97,182.3087,,,"440,877,986.00"
13.08.97,179.7935,,,"669,218,466.00"
14.08.97,178.9354,,,"458,938,513.00"
15.08.97,177.3898,,,"421,249,780.00"
18.08.97,174.5925,,,"456,366,350.00"
19.08.97,176.433,,,"795,190,808.00"
20.08.97,176.5704,,,"648,174,746.00"
21.08.97,176.8824,,,"538,317,952.00"
22.08.97,174.4956,,,"562,505,689.00"
25.08.97,174.414,,,"311,789,859.00"
26.08.97,173.1255,,,"392,885,534.00"
27.08.97,172.8795,,,"480,030,215.00"
28.08.97,173.5752,,,"531,373,477.00"
29.08.97,175.2829,,,"517,524,298.00"
01.09.97,177.3395,,,"266,866,875.00"
02.09.97,179.3658,,,"532,431,387.00"
03.09.97,179.2153,,,"668,563,477.00"
04.09.97,179.534,,,"402,135,689.00"
05.09.97,180.3628,,,"500,597,485.00"
08.09.97,180.5093,,,"345,473,527.00"
09.09.97,181.1409,,,"444,691,031.00"
10.09.97,180.3399,,,"513,429,475.00"
11.09.97,179.4822,,,"426,091,671.00"
12.09.97,178.6051,,,"411,535,340.00"
15.09.97,178.1694,,,"277,239,739.00"
16.09.97,178.4157,,,"440,790,049.00"
17.09.97,178.8974,,,"582,294,766.00"
18.09.97,179.5871,,,"510,355,396.00"
19.09.97,180.0822,,,"408,943,054.00"
22.09.97,180.8868,,,"352,161,791.00"
23.09.97,180.1024,,,"361,306,796.00"
24.09.97,180.3945,,,"480,527,279.00"
25.09.97,181.2491,,,"636,072,064.00"
26.09.97,181.4356,,,"414,418,897.00"
29.09.97,182.1979,,,"342,190,392.00"
30.09.97,183.5571,,,"555,819,039.00"
01.10.97,183.862,,,"547,275,562.00"
02.10.97,184.5315,,,"453,186,376.00"
03.10.97,187.1506,,,"614,980,522.00"
06.10.97,187.6941,,,"373,831,325.00"
07.10.97,189.1716,,,"554,469,799.00"
08.10.97,188.5083,,,"833,530,501.00"
09.10.97,187.9983,,,"593,702,780.00"
10.10.97,188.4276,,,"570,236,442.00"
13.10.97,190.2211,,,"418,351,113.00"
14.10.97,190.1835,,,"572,104,911.00"
15.10.97,189.0631,,,"591,908,713.00"
16.10.97,191.5391,,,"541,141,420.00"
17.10.97,190.0459,,,"559,371,550.00"
20.10.97,189.9443,,,"470,990,073.00"
21.10.97,193.1415,,,"712,477,951.00"
22.10.97,193.4586,,,"859,796,157.00"
23.10.97,189.8497,,,"654,282,020.00"
24.10.97,190.612,,,"755,396,385.00"
27.10.97,186.7833,,,"432,244,150.00"
28.10.97,175.4693,,,"1,112,682,330.00"
29.10.97,185.054,,,"828,717,971.00"
30.10.97,181.4048,,,"638,334,147.00"
31.10.97,181.0868,,,"637,872,650.00"
03.11.97,182.9879,,,"399,014,884.00"
04.11.97,181.3931,,,"503,193,105.00"
05.11.97,182.7317,,,"365,713,051.00"
06.11.97,183.2822,,,"442,949,959.00"
07.11.97,181.6893,,,"370,728,829.00"
10.11.97,180.7853,,,"249,243,702.00"
11.11.97,180.1457,,,"302,711,916.00"
12.11.97,176.8703,,,"370,727,264.00"
13.11.97,177.3537,,,"387,443,606.00"
14.11.97,175.7708,,,"355,520,541.00"
17.11.97,177.4044,,,"361,972,082.00"
18.11.97,178.5039,,,"414,549,190.00"
19.11.97,177.5472,,,"400,202,610.00"
20.11.97,177.4771,,,"383,760,843.00"
21.11.97,177.9309,,,"391,621,067.00"
24.11.97,174.5191,,,"254,790,600.00"
25.11.97,171.1645,,,"401,138,932.00"
26.11.97,171.2794,,,"349,014,701.00"
27.11.97,172.9367,,,"392,179,661.00"
28.11.97,173.7785,,,"301,499,660.00"
01.12.97,174.4372,,,"277,799,090.00"
02.12.97,174.2544,,,"407,181,247.00"
03.12.97,172.8548,,,"285,888,921.00"
04.12.97,175.3039,,,"397,275,730.00"
05.12.97,176.4774,,,"431,792,603.00"
08.12.97,179.6228,,,"449,184,614.00"
09.12.97,180.3704,,,"458,360,886.00"
10.12.97,179.3903,,,"291,911,912.00"
11.12.97,176.5792,,,"348,761,417.00"
12.12.97,176.67,,,"318,543,559.00"
15.12.97,174.60,,,"341,728,718.00"
16.12.97,173.4712,,,"550,645,172.00"
17.12.97,172.7245,,,"553,497,615.00"
18.12.97,171.6265,,,"508,586,178.00"
19.12.97,169.6568,,,"355,496,228.00"
22.12.97,167.5435,,,"299,399,057.00"
23.12.97,169.0114,,,"257,017,947.00"
29.12.97,171.2681,,,"281,831,593.00"
30.12.97,175.0695,,,"496,033,784.00"
02.01.98,178.7786,,,"328,366,792.00"
05.01.98,179.5824,,,"553,468,374.00"
06.01.98,176.3892,,,"444,967,827.00"
07.01.98,174.0463,,,"539,204,800.00"
08.01.98,171.8285,,,"503,509,110.00"
09.01.98,166.4414,,,"677,058,257.00"
12.01.98,158.627,,,"566,592,393.00"
13.01.98,162.4411,,,"566,321,949.00"
14.01.98,165.3048,,,"494,922,520.00"
15.01.98,165.5141,,,"403,425,565.00"
16.01.98,167.4669,,,"424,494,277.00"
19.01.98,170.0944,,,"487,006,824.00"
20.01.98,172.3831,,,"573,443,820.00"
21.01.98,171.1909,,,"591,985,964.00"
22.01.98,168.2293,,,"526,690,047.00"
23.01.98,168.5499,,,"489,958,558.00"
26.01.98,167.3858,,,"409,351,750.00"
27.01.98,168.8111,,,"423,126,176.00"
28.01.98,169.1049,,,"499,093,686.00"
29.01.98,170.8101,,,"583,920,741.00"
30.01.98,170.7318,,,"423,815,983.00"
02.02.98,173.4178,,,"574,437,835.00"
03.02.98,173.5745,,,"519,822,223.00"
04.02.98,172.8734,,,"519,679,837.00"
05.02.98,173.9945,,,"720,140,212.00"
06.02.98,173.4574,,,"430,867,657.00"
09.02.98,173.07,,,"547,949,560.00"
10.02.98,171.2537,,,"772,439,997.00"
11.02.98,172.192,,,"687,634,603.00"
12.02.98,170.0567,,,"596,756,939.00"
13.02.98,170.931,,,"533,369,704.00"
16.02.98,171.9092,,,"615,783,034.00"
17.02.98,174.354,,,"650,500,409.00"
18.02.98,172.9554,,,"638,369,590.00"
19.02.98,173.1613,,,"543,571,083.00"
20.02.98,173.0971,,,"516,196,187.00"
23.02.98,173.444,,,"385,416,880.00"
24.02.98,171.9135,,,"609,700,110.00"
25.02.98,173.1111,,,"744,414,484.00"
26.02.98,175.4475,,,"860,337,145.00"
27.02.98,174.9908,,,"1,136,625,107.00"
02.03.98,178.3825,,,"754,176,530.00"
03.03.98,179.3565,,,"856,183,177.00"
04.03.98,179.4927,,,"743,445,459.00"
05.03.98,177.1134,,,"648,144,100.00"
06.03.98,180.4719,,,"547,971,987.00"
09.03.98,180.1726,,,"633,063,221.00"
10.03.98,182.3189,,,"676,063,254.00"
11.03.98,183.8926,,,"943,766,813.00"
12.03.98,184.7131,,,"828,028,921.00"
13.03.98,186.9768,,,"886,314,148.00"
16.03.98,187.228,,,"519,348,248.00"
17.03.98,186.301,,,"764,004,637.00"
18.03.98,186.5121,,,"707,149,638.00"
19.03.98,187.7312,,,"718,691,904.00"
20.03.98,187.6954,,,"707,087,298.00"
23.03.98,190.7132,,,"961,549,206.00"
24.03.98,190.6112,,,"696,313,333.00"
25.03.98,191.2881,,,"727,456,117.00"
26.03.98,190.5639,,,"592,308,099.00"
27.03.98,192.4318,,,"587,455,795.00"
30.03.98,192.2779,,,"344,197,347.00"
31.03.98,190.1937,,,"557,111,179.00"
01.04.98,191.134,,,"579,781,800.00"
02.04.98,192.545,,,"721,566,918.00"
03.04.98,193.5971,,,"677,777,923.00"
06.04.98,195.4599,,,"494,647,668.00"
07.04.98,194.9593,,,"413,365,056.00"
08.04.98,194.0701,,,"267,543,485.00"
14.04.98,193.6545,,,"630,761,747.00"
15.04.98,194.725,,,"766,860,298.00"
16.04.98,193.7833,,,"667,432,014.00"
17.04.98,193.6889,,,"658,145,459.00"
20.04.98,194.9754,,,"619,762,462.00"
21.04.98,195.147,,,"661,002,685.00"
22.04.98,195.2427,,,"746,790,101.00"
23.04.98,196.5638,,,"879,617,797.00"
24.04.98,197.4308,,,"751,555,368.00"
27.04.98,192.6499,,,"454,866,444.00"
28.04.98,192.8536,,,"757,327,756.00"
29.04.98,193.6944,,,"718,289,571.00"
30.04.98,195.123,,,"717,245,012.00"
04.05.98,198.4567,,,"653,935,422.00"
05.05.98,197.6586,,,"635,655,925.00"
06.05.98,198.6197,,,"748,403,276.00"
07.05.98,194.7888,,,"651,663,354.00"
08.05.98,195.0292,,,"630,076,907.00"
11.05.98,196.1602,,,"765,855,408.00"
12.05.98,195.4005,,,"564,833,387.00"
13.05.98,196.3198,,,"611,540,446.00"
14.05.98,195.7117,,,"586,725,274.00"
15.05.98,195.0268,,,"535,129,215.00"
18.05.98,193.20,,,"338,420,557.00"
19.05.98,191.3506,,,"543,908,990.00"
20.05.98,190.9187,,,"643,883,177.00"
22.05.98,190.077,,,"434,353,810.00"
25.05.98,188.449,,,"316,451,473.00"
26.05.98,187.6474,,,"555,341,112.00"
27.05.98,182.3232,,,"650,083,425.00"
28.05.98,181.9316,,,"507,362,468.00"
29.05.98,182.1756,,,"528,836,470.00"
02.06.98,181.8484,,,"476,521,329.00"
03.06.98,179.4327,,,"550,604,073.00"
04.06.98,179.437,,,"606,539,810.00"
05.06.98,183.6386,,,"707,231,521.00"
08.06.98,186.9666,,,"679,101,086.00"
09.06.98,187.0179,,,"512,317,470.00"
10.06.98,183.8772,,,"424,217,935.00"
11.06.98,183.1719,,,"409,870,423.00"
12.06.98,180.1218,,,"452,114,617.00"
15.06.98,175.7424,,,"486,611,809.00"
16.06.98,175.5589,,,"570,978,817.00"
17.06.98,176.1774,,,"555,967,766.00"
18.06.98,172.7341,,,"602,930,908.00"
19.06.98,173.1056,,,"457,404,080.00"
22.06.98,172.3555,,,"293,116,435.00"
23.06.98,174.5425,,,"425,002,502.00"
24.06.98,176.5524,,,"497,588,055.00"
25.06.98,178.4283,,,"338,592,226.00"
26.06.98,178.4193,,,"384,113,648.00"
29.06.98,178.388,,,"284,997,771.00"
30.06.98,178.8865,,,"552,991,415.00"
01.07.98,182.4333,,,"454,523,849.00"
02.07.98,182.3145,,,"402,310,594.00"
03.07.98,182.8468,,,"228,782,936.00"
06.07.98,181.1108,,,"280,502,914.00"
07.07.98,181.7174,,,"438,846,657.00"
08.07.98,180.9752,,,"451,881,145.00"
09.07.98,181.7343,,,"435,914,847.00"
10.07.98,182.0797,,,"410,420,390.00"
13.07.98,182.5934,,,"261,337,100.00"
14.07.98,181.252,,,"493,773,621.00"
15.07.98,182.4216,,,"487,136,700.00"
16.07.98,181.7993,,,"375,411,601.00"
17.07.98,184.2665,,,"433,657,399.00"
20.07.98,185.2516,,,"329,868,197.00"
21.07.98,184.5973,,,"365,906,066.00"
22.07.98,183.3506,,,"386,623,860.00"
23.07.98,181.7266,,,"411,952,579.00"
24.07.98,179.8462,,,"352,946,850.00"
27.07.98,178.544,,,"245,207,016.00"
28.07.98,177.1716,,,"459,860,205.00"
29.07.98,176.8517,,,"383,875,296.00"
30.07.98,177.6732,,,"294,885,545.00"
31.07.98,176.7389,,,"287,043,431.00"
03.08.98,174.5612,,,"269,460,055.00"
04.08.98,171.8965,,,"304,769,860.00"
05.08.98,167.5634,,,"545,026,720.00"
06.08.98,164.6604,,,"567,238,249.00"
07.08.98,166.1426,,,"423,819,163.00"
10.08.98,164.8279,,,"277,094,839.00"
11.08.98,158.436,,,"348,011,377.00"
12.08.98,156.4734,,,"431,619,211.00"
13.08.98,153.3758,,,"548,534,825.00"
14.08.98,154.1395,,,"468,243,756.00"
